86       112100.jpg       112101.jpg  1     144.0    13.1
87       112401.jpg       112402.jpg  1     303.5    14.9
88       112403.jpg       112404.jpg  1     158.2    10.7
89       112404.jpg       112407.jpg  1     212.9    13.2
91       112405.jpg       112407.jpg  1     211.1    12.5
92       112406.jpg       112407.jpg  1     186.9    11.1
93       112406.jpg       112408.jpg  1     221.9    13.6
99       116000.jpg       116001.jpg  1     281.6    14.6
104       117300.jpg       117301.jpg  1     105.1    10.6
106       117400.jpg       117401.jpg  1     280.1    11.8
107       117402.jpg       117403.jpg  1     219.7    12.4
110       118600.jpg       118601.jpg  1      78.8    12.5
111       119200.jpg       119201.jpg  1     270.2    13.4
113       119500.jpg       119501.jpg  1     207.6    12.5
115       120100.jpg       120101.jpg  1     249.8    17.3
130       122800.jpg       122801.jpg  1     230.2    10.1
131       122900.jpg       122901.jpg  1     294.5     8.3
132       123000.jpg       123001.jpg  1     275.4    12.9
133       123002.jpg       123003.jpg  1     154.5    10.1
134       123600.jpg       123601.jpg  1     174.7    13.1
135       123600.jpg       123602.jpg  1     167.3    14.4
136       123601.jpg       123602.jpg  1     154.8    14.7
137       123700.jpg       123701.jpg  1     216.1    12.0
138       123800.jpg       123801.jpg  1     204.7    13.0
143       124100.jpg       124101.jpg  1     114.0    14.4
144       124100.jpg       124201.jpg  1     140.0    15.7
145       124200.jpg       124201.jpg  1     150.9    13.3
146       124200.jpg       124202.jpg  1     141.9    14.5
147       124201.jpg       124202.jpg  1      84.5    13.0
148       124400.jpg       124402.jpg  1     235.8    15.1
150       125202.jpg       125203.jpg  1     262.8    14.3
151       125500.jpg       125501.jpg  1     160.6    12.4
152       125700.jpg       125701.jpg  1      13.0    14.5
153       125700.jpg       125702.jpg  1      14.0    14.5
154       125700.jpg       125703.jpg  1      17.6    16.6
158       125701.jpg       125702.jpg  1       3.9    11.9
159       125701.jpg       125703.jpg  1      19.2    15.7
163       125702.jpg       125703.jpg  1      14.1    15.5
170       125800.jpg       125801.jpg  1       4.3    13.0
171       125800.jpg       125802.jpg  1       4.2    13.1
172       125801.jpg       125802.jpg  1       3.9    13.2
174       126200.jpg       126201.jpg  1     183.2    10.0
176       126400.jpg       126501.jpg  1     135.8    14.7
177       126401.jpg       126402.jpg  1      98.4    10.5
181       127100.jpg       127101.jpg  1     168.7    15.3
182       127200.jpg       127201.jpg  1      95.9    12.1
183       127400.jpg       127401.jpg  1       1.5    12.6
184       127400.jpg       127402.jpg  1      21.0    13.8
185       127400.jpg       127403.jpg  1      25.6    14.1
186       127401.jpg       127402.jpg  1      12.1    14.1
187       127401.jpg       127403.jpg  1      31.4    14.0
188       127402.jpg       127403.jpg  1      48.0    13.9
189       127500.jpg       127501.jpg  1     102.2     9.4
190       127502.jpg       127503.jpg  1     107.4     8.9
191       127600.jpg       127601.jpg  1     104.0    15.0
192       127600.jpg       127602.jpg  1      83.1    14.9
193       127601.jpg       127602.jpg  1      67.4     9.4
194       127700.jpg       127701.jpg  1      32.3     8.4
195       128001.jpg       128002.jpg  1     270.5    12.0
196       128300.jpg       128301.jpg  1       1.7     8.5
197       128600.jpg       128601.jpg  1      72.3     6.8
198       128900.jpg       128901.jpg  1     229.0    11.6
199       129100.jpg       129101.jpg  1     129.6    12.2
200       129600.jpg       129601.jpg  1     110.6    15.2
202 2013-07-09_14.03.03.jpg 2013-07-09_14.03.04_HDR.jpg  1      88.5     2.6
206 2013-07-10_18.17.05.jpg 2013-07-10_18.17.07_HDR.jpg  1      97.4     1.5
207 2013-07-12_16.55.21.jpg 2013-07-12_16.55.22_HDR.jpg  1     254.1     3.2
208     DSC02378.JPG     DSC02384.JPG  1     226.8    10.9
211     DSCF0415.JPG     DSCF0416.JPG  1     231.8    10.0
212     DSCF0417.JPG     DSCF0419.JPG  1     218.9    11.2
214     DSCF0586.JPG     DSCF0588.JPG  1     133.4    10.5
215     DSCF0644.JPG     DSCF0645.JPG  1     236.2     9.9
216     DSCF0650.JPG     DSCF0651.JPG  1     218.4     9.5
217     DSCF0676.JPG     DSCF0677.JPG  1     267.3    13.6
218     DSCF0710.JPG     DSCF0711.JPG  1     118.6     7.5
220     DSCF0747.JPG     DSCF0748.JPG  1     164.7     9.7
221     DSCF0784.JPG     DSCF0785.JPG  1     228.9    13.1
229     IMG_0085.JPG     IMG_0087.JPG  1     207.7     5.5
244     IMG_0098.JPG     IMG_0099.JPG  1     228.6     9.3
245     IMG_0098.JPG     IMG_0100.JPG  1     258.9    12.2
246     IMG_0099.JPG     IMG_0100.JPG  1     239.5    12.3
247     IMG_0102.JPG     IMG_0103.JPG  1     161.7    10.5
248     IMG_0104.JPG     IMG_0105.JPG  1     261.5    11.0
249     IMG_0107.JPG     IMG_0108.JPG  1     205.4    11.2
250     IMG_0107.JPG     IMG_0109.JPG  1     251.5    14.2
251     IMG_0107.JPG     IMG_0110.JPG  1     252.1    14.2
254     IMG_0108.JPG     IMG_0109.JPG  1     229.7    14.1
255     IMG_0108.JPG     IMG_0110.JPG  1     241.6    14.2
256     IMG_0108.JPG     IMG_0113.JPG  1     225.8    12.1
258     IMG_0109.JPG     IMG_0110.JPG  1     184.3    10.3
259     IMG_0111.JPG     IMG_0112.JPG  1     190.7    11.4
260     IMG_0113.JPG     IMG_0114.JPG  1     234.0    11.4
262     IMG_0272.JPG     IMG_0273.JPG  1     105.5    11.1
264     IMG_0284.JPG     IMG_0285.JPG  1     118.3     6.5
265     IMG_0304.JPG     IMG_0305.JPG  1      76.6    12.3
270     IMG_0609.JPG     IMG_0610.JPG  1     107.2     9.0
272     IMG_0624.JPG     IMG_0625.JPG  1     280.5    11.2
273     IMG_0646.JPG     IMG_0648.JPG  1     266.6    10.6
274     IMG_0646.JPG     IMG_0649.JPG  1     244.5    12.0
275     IMG_0648.JPG     IMG_0649.JPG  1     235.0    11.2
277     IMG_0733.JPG     IMG_0734.JPG  1     213.3     7.9
279     IMG_0737.JPG     IMG_0738.JPG  1     184.5     9.1
280     IMG_0737.JPG     IMG_0739.JPG  1     189.1     9.1
281     IMG_0737.JPG     IMG_0740.JPG  1     185.1    10.4
282     IMG_0737.JPG     IMG_0741.JPG  1     153.7     9.5
283     IMG_0737.JPG     IMG_0742.JPG  1     164.1     7.8
284     IMG_0738.JPG     IMG_0739.JPG  1     168.0     7.6
285     IMG_0738.JPG     IMG_0740.JPG  1     165.7     8.7
286     IMG_0738.JPG     IMG_0741.JPG  1     166.8     7.4
287     IMG_0738.JPG     IMG_0742.JPG  1     173.6     8.7
288     IMG_0739.JPG     IMG_0740.JPG  1     125.4     7.4
289     IMG_0739.JPG     IMG_0741.JPG  1     136.1     7.2
290     IMG_0739.JPG     IMG_0742.JPG  1     178.1     8.2
291     IMG_0740.JPG     IMG_0741.JPG  1     141.0     7.7
292     IMG_0740.JPG     IMG_0742.JPG  1     174.9     9.1
293     IMG_0741.JPG     IMG_0742.JPG  1     122.5     7.7
294     IMG_0743.JPG     IMG_0744.JPG  1     121.1     5.7
296     IMG_1229.JPG     IMG_1230.JPG  1     124.8     6.3
297     IMG_1229.JPG     IMG_1237.JPG  1     244.7    15.0
298     IMG_1229.JPG     IMG_1238.JPG  1     230.6    15.2
300     IMG_1230.JPG     IMG_1237.JPG  1     264.0    14.7
301     IMG_1230.JPG     IMG_1238.JPG  1     263.0    15.0
302     IMG_1232.JPG     IMG_1233.JPG  1      73.5     6.4
303     IMG_1233.JPG     IMG_1234.JPG  1     199.0    12.3
304     IMG_1234.JPG     IMG_1235.JPG  1     129.7     9.2
305     IMG_1234.JPG     IMG_1236.JPG  1     123.7     9.2
306     IMG_1235.JPG     IMG_1236.JPG  1     176.9    10.9
307     IMG_1237.JPG     IMG_1238.JPG  1     145.4    10.3
309     IMG_1238.JPG     IMG_1239.JPG  1     179.7    10.7
310     IMG_1240.JPG     IMG_1241.JPG  1     145.7     9.6
311     IMG_1242.JPG     IMG_1243.JPG  1     190.0    12.3
312     IMG_1291.JPG     IMG_1292.JPG  1     286.5     9.5
318     IMG_1301.JPG     IMG_1302.JPG  1     299.9    13.7
319     IMG_1301.JPG     IMG_1303.JPG  1     294.0    13.2
320     IMG_1302.JPG     IMG_1303.JPG  1     307.6    14.5
322     IMG_1307.JPG     IMG_1311.JPG  1     293.0    13.2
323     IMG_1308.JPG     IMG_1309.JPG  1     245.5    12.8
324     IMG_1308.JPG     IMG_1311.JPG  1     253.0    14.3
325     IMG_1309.JPG     IMG_1311.JPG  1     259.6    14.1
326     IMG_1312.JPG     IMG_1313.JPG  1     216.9    14.1
335     IMG_2822.JPG     IMG_2823.JPG  1     257.0    11.9
338     IMG_2822.JPG     IMG_2827.JPG  1     251.1    13.5
343     IMG_2846.JPG     IMG_2847.JPG  1     198.0     4.1
346     IMG_2884.JPG     IMG_2886.JPG  1     301.1    14.2
347     IMG_2912.JPG     IMG_2913.JPG  1     141.7     4.7
349     IMG_2942.JPG     IMG_2943.JPG  1     283.8     9.0
353     IMG_2989.JPG     IMG_2990.JPG  1     132.9     1.3
358     IMG_3075.JPG     IMG_3076.JPG  1     243.3     7.2
359     IMG_3075.JPG     IMG_3077.JPG  1     282.1    11.2
364     IMG_3080.JPG     IMG_3081.JPG  1     126.9    12.7
367     IMG_3087.JPG     IMG_3088.JPG  1     137.7    11.7
368     IMG_3089.JPG     IMG_3090.JPG  1     316.1    12.2
369     IMG_3089.JPG     IMG_3091.JPG  1     308.9    11.9
373     IMG_3090.JPG     IMG_3091.JPG  1      88.4     0.9
382     IMG_3121.JPG     IMG_3122.JPG  1     293.0    13.3
385     IMG_3126.JPG     IMG_3127.JPG  1     244.3     5.6
397     IMG_3206.JPG     IMG_3207.JPG  1      46.6     3.3
400     IMG_3253.JPG     IMG_3254.JPG  1     146.8    12.2
401     IMG_3253.JPG     IMG_3263.JPG  1     148.7    14.0
402     IMG_3254.JPG     IMG_3263.JPG  1     159.1    15.0
403     IMG_3302.JPG     IMG_3303.JPG  1     199.3     9.6
404     IMG_3302.JPG     IMG_3305.JPG  1     249.5    11.4
405     IMG_3302.JPG     IMG_3306.JPG  1     250.3    11.8
406     IMG_3302.JPG     IMG_3307.JPG  1     247.0    11.9
407     IMG_3302.JPG     IMG_3308.JPG  1     248.3    11.8
408     IMG_3302.JPG     IMG_3309.JPG  1     274.1    10.5
409     IMG_3302.JPG     IMG_3310.JPG  1     229.2     8.7
410     IMG_3303.JPG     IMG_3306.JPG  1     244.9    10.9
413     IMG_3303.JPG     IMG_3309.JPG  1     275.1    10.8
414     IMG_3303.JPG     IMG_3310.JPG  1     244.7     9.9
416     IMG_3304.JPG     IMG_3306.JPG  1     245.0    11.9
418     IMG_3304.JPG     IMG_3308.JPG  1     241.5    12.0
419     IMG_3304.JPG     IMG_3310.JPG  1     258.9    10.3
421     IMG_3305.JPG     IMG_3307.JPG  1     261.8    12.1
423     IMG_3305.JPG     IMG_3310.JPG  1     259.8    10.8
424     IMG_3306.JPG     IMG_3307.JPG  1     144.8     4.1
425     IMG_3306.JPG     IMG_3308.JPG  1     179.1     7.8
426     IMG_3306.JPG     IMG_3309.JPG  1     237.1    12.2
428     IMG_3307.JPG     IMG_3308.JPG  1     113.5     2.1
429     IMG_3307.JPG     IMG_3309.JPG  1     239.3    12.4
432     IMG_3308.JPG     IMG_3310.JPG  1     222.9    11.7
433     IMG_3309.JPG     IMG_3310.JPG  1     223.0    11.1
434     IMG_3316.JPG     IMG_3319.JPG  1     152.8    12.0
435     IMG_3316.JPG     IMG_3320.JPG  1     157.3    12.0
436     IMG_3316.JPG     IMG_3321.JPG  1     144.9    12.2
437     IMG_3319.JPG     IMG_3320.JPG  1      94.3     3.7
438     IMG_3319.JPG     IMG_3321.JPG  1     110.9     9.8
439     IMG_3320.JPG     IMG_3321.JPG  1      85.9     1.6
440     IMG_3333.JPG     IMG_3334.JPG  1     100.0     2.8
441     IMG_3333.JPG     IMG_3335.JPG  1     199.7    13.8
442     IMG_3333.JPG     IMG_3336.JPG  1     197.1    13.4
443     IMG_3333.JPG     IMG_3337.JPG  1     201.8    13.1
444     IMG_3333.JPG     IMG_3338.JPG  1     203.8    13.8
445     IMG_3334.JPG     IMG_3335.JPG  1     198.1    13.5
446     IMG_3334.JPG     IMG_3336.JPG  1     196.2    13.5
447     IMG_3334.JPG     IMG_3337.JPG  1     195.9    13.1
448     IMG_3334.JPG     IMG_3338.JPG  1     202.2    13.3
449     IMG_3335.JPG     IMG_3336.JPG  1     144.0     3.4
450     IMG_3335.JPG     IMG_3337.JPG  1     156.4     5.1
451     IMG_3335.JPG     IMG_3338.JPG  1     160.1     5.2
452     IMG_3336.JPG     IMG_3337.JPG  1      88.3     1.5
453     IMG_3336.JPG     IMG_3338.JPG  1     116.7     2.2
454     IMG_3337.JPG     IMG_3338.JPG  1      85.3     1.3
455     IMG_3410.JPG     IMG_3411.JPG  1     194.5    11.3
456     IMG_3436.JPG     IMG_3437.JPG  1     129.8     7.7
457     IMG_3488.JPG     IMG_3489.JPG  1     225.6     8.9
458     IMG_3488.JPG     IMG_3490.JPG  1     309.1    12.7
459     IMG_3489.JPG     IMG_3490.JPG  1     324.3    12.8
463     IMG_3544.JPG     IMG_3545.JPG  1      88.7     4.0
464     IMG_3552.JPG     IMG_3553.JPG  1     158.7     2.6
465     IMG_3575.JPG     IMG_3576.JPG  1     322.5     9.6
468     IMG_3648.JPG     IMG_3651.JPG  1     279.0    14.3
469     IMG_3648.JPG     IMG_3652.JPG  1     276.0    14.2
470     IMG_3649.JPG     IMG_3650.JPG  1     228.3    12.1
471     IMG_3649.JPG     IMG_3651.JPG  1     226.6    12.1
472     IMG_3649.JPG     IMG_3652.JPG  1     226.1    12.5
473     IMG_3650.JPG     IMG_3651.JPG  1      94.3     4.8
474     IMG_3650.JPG     IMG_3652.JPG  1     123.4     6.4
476     IMG_3712.JPG     IMG_3713.JPG  1     207.8    12.1
477     IMG_3712.JPG     IMG_3714.JPG  1     262.1    12.9
479     IMG_3713.JPG     IMG_3714.JPG  1     235.8    11.0
481     IMG_3714.JPG     IMG_3715.JPG  1     258.1    12.0
482     IMG_3847.JPG     IMG_3848.JPG  1      90.2     8.4
483     IMG_3847.JPG     IMG_3849.JPG  1     199.0    10.4
484     IMG_3848.JPG     IMG_3849.JPG  1     115.3     8.8
485     IMG_3858.JPG     IMG_3859.JPG  1      97.5     5.2
486     IMG_3858.JPG     IMG_3860.JPG  1     238.3     7.0
491     IMG_3863.JPG     IMG_3864.JPG  1     183.0     3.7
492     IMG_3863.JPG     IMG_3865.JPG  1     156.7     3.5
493     IMG_3864.JPG     IMG_3865.JPG  1     149.4     3.4
494     IMG_3870.JPG     IMG_3871.JPG  1      83.0     5.0
495     IMG_3872.JPG     IMG_3873.JPG  1     136.7     4.3
496     IMG_3937.JPG     IMG_3938.JPG  1      51.4     7.4
497     IMG_3947.JPG     IMG_3948.JPG  1      61.6     1.9
502     IMG_3949.JPG     IMG_3950.JPG  1      62.5     1.7
503     IMG_3958.JPG     IMG_3959.JPG  1     125.4     3.5
504     IMG_3958.JPG     IMG_3960.JPG  1     173.7     5.1
505     IMG_3958.JPG     IMG_3961.JPG  1     248.4    11.1
506     IMG_3959.JPG     IMG_3960.JPG  1      85.7     2.7
507     IMG_3959.JPG     IMG_3961.JPG  1     256.5    11.4
508     IMG_3960.JPG     IMG_3961.JPG  1     248.6    11.3
509     IMG_3973.JPG     IMG_3974.JPG  1      98.0     4.1
512     IMG_3981.JPG     IMG_3983.JPG  1     288.3    10.9
514     IMG_3982.JPG     IMG_3983.JPG  1     222.4     6.5
517  Picture_002.jpg  Picture_003.jpg  1     230.6    13.0
518  Picture_005.jpg  Picture_006.jpg  1     226.3    12.0
523  Picture_021.jpg  Picture_024.jpg  1     195.7     9.4
525  Picture_022.jpg  Picture_023.jpg  1     212.5    11.4
529  Picture_027.jpg  Picture_028.jpg  1     173.5    12.1
530  Picture_029.jpg  Picture_031.jpg  1     226.2    13.4
539        051_c.JPG        052_c.JPG  1     238.2    12.7
541        052_c.JPG        053_c.JPG  1     210.0    13.4
543        060_c.JPG        061_c.JPG  1     164.3    10.4
545        070_c.JPG        071_c.JPG  1     296.7    10.5
554        148_c.JPG        149_c.JPG  1      96.3    15.2
555        148_c.JPG        150_c.JPG  1      81.7    14.7
556        149_c.JPG        150_c.JPG  1      96.1    15.3
557        151_c.JPG        152_c.JPG  1     208.9    14.7
558        151_c.JPG        153_c.JPG  1     236.4    14.9
560        152_c.JPG        153_c.JPG  1     214.4    14.6
561        152_c.JPG        154_c.JPG  1     214.5    15.1
562        153_c.JPG        154_c.JPG  1     214.3    14.5
563        158_c.JPG        159_c.JPG  1     212.3    12.4
666   DSCN1986_m.JPG   DSCN1988_m.JPG  1     276.8     9.9
674   DSCN2020_m.JPG   DSCN2106_m.JPG  1      77.0    12.8
675   DSCN2020_m.JPG   DSCN2108_m.JPG  1      88.2    12.2
676   DSCN2020_m.JPG   DSCN2110_m.JPG  1      56.7    11.9
677   DSCN2020_m.JPG   DSCN2113_m.JPG  1      90.9    12.1
680   DSCN2020_m.JPG   DSCN2119_m.JPG  1      70.3    11.3
681   DSCN2021_m.JPG   DSCN2045_m.JPG  1      88.9    12.2
682   DSCN2021_m.JPG   DSCN2108_m.JPG  1     147.6    13.0
683   DSCN2021_m.JPG   DSCN2109_m.JPG  1      80.2    11.7
684   DSCN2021_m.JPG   DSCN2111_m.JPG  1     130.8    14.1
685   DSCN2021_m.JPG   DSCN2112_m.JPG  1      93.0    12.6
689   DSCN2024_m.JPG   DSCN2026_m.JPG  1      81.1    11.6
690   DSCN2024_m.JPG   DSCN2105_m.JPG  1      87.6    11.6
695   DSCN2027_m.JPG   DSCN2028_m.JPG  1      40.7    10.3
701   DSCN2031_m.JPG   DSCN2032_m.JPG  1     236.2    10.2
702   DSCN2031_m.JPG   DSCN2033_m.JPG  1     171.0     8.7
703   DSCN2032_m.JPG   DSCN2033_m.JPG  1     207.8     8.1
707   DSCN2034_m.JPG   DSCN2035_m.JPG  1     235.8    12.0
708   DSCN2036_m.JPG   DSCN2038_m.JPG  1     265.1    11.8
709   DSCN2038_m.JPG   DSCN2047_m.JPG  1     283.7    12.2
710   DSCN2040_m.JPG   DSCN2041_m.JPG  1     196.6     8.2
713   DSCN2043_m.JPG   DSCN2044_m.JPG  1     253.8     8.9
715   DSCN2045_m.JPG   DSCN2109_m.JPG  1      82.9    12.1
718   DSCN2048_m.JPG   DSCN2049_m.JPG  1     127.1     8.5
724   DSCN2056_m.JPG   DSCN2058_m.JPG  1     256.8    13.5
726   DSCN2064_m.JPG   DSCN2065_m.JPG  1     166.9    10.1
731   DSCN2071_m.JPG   DSCN2076_m.JPG  1     209.5    12.6
732   DSCN2072_m.JPG   DSCN2076_m.JPG  1     174.4    10.5
736   DSCN2080_m.JPG   DSCN2081_m.JPG  1      33.1     9.6
737   DSCN2080_m.JPG   DSCN2082_m.JPG  1      32.7     9.6
738   DSCN2081_m.JPG   DSCN2082_m.JPG  1      28.3     9.5
742   DSCN2083_m.JPG   DSCN2084_m.JPG  1      43.7    11.5
747   DSCN2085_m.JPG   DSCN2086_m.JPG  1      40.0    11.5
751   DSCN2088_m.JPG   DSCN2092_m.JPG  1      88.3    10.3
753   DSCN2089_m.JPG   DSCN2093_m.JPG  1      27.1     8.5
766   DSCN2106_m.JPG   DSCN2108_m.JPG  1      89.7    11.9
767   DSCN2106_m.JPG   DSCN2110_m.JPG  1      57.3    11.0
768   DSCN2106_m.JPG   DSCN2113_m.JPG  1      61.6    10.8
769   DSCN2106_m.JPG   DSCN2115_m.JPG  1     134.0    12.1
770   DSCN2106_m.JPG   DSCN2119_m.JPG  1      73.9    11.3
771   DSCN2107_m.JPG   DSCN2108_m.JPG  1      73.9    12.0
772   DSCN2107_m.JPG   DSCN2119_m.JPG  1     108.2    13.0
773   DSCN2108_m.JPG   DSCN2109_m.JPG  1     153.5    13.0
774   DSCN2108_m.JPG   DSCN2110_m.JPG  1      99.2    11.1
775   DSCN2108_m.JPG   DSCN2113_m.JPG  1     111.6    11.6
776   DSCN2108_m.JPG   DSCN2115_m.JPG  1      68.1    10.4
777   DSCN2108_m.JPG   DSCN2119_m.JPG  1      83.8    10.9
778   DSCN2109_m.JPG   DSCN2111_m.JPG  1     135.8    13.9
779   DSCN2109_m.JPG   DSCN2112_m.JPG  1     103.4    11.2
780   DSCN2109_m.JPG   DSCN2115_m.JPG  1     153.5    13.5
782   DSCN2110_m.JPG   DSCN2113_m.JPG  1      62.6    10.0
785   DSCN2110_m.JPG   DSCN2119_m.JPG  1      81.4    10.6
787   DSCN2111_m.JPG   DSCN2112_m.JPG  1     125.7    12.4
788   DSCN2113_m.JPG   DSCN2115_m.JPG  1     150.4    11.1
789   DSCN2113_m.JPG   DSCN2119_m.JPG  1      75.3    10.7
790   DSCN2114_m.JPG   DSCN2116_m.JPG  1      93.0    12.1
791   DSCN2114_m.JPG   DSCN2120_m.JPG  1      45.6    11.2
792   DSCN2114_m.JPG   DSCN2121_m.JPG  1      54.0    12.1
793   DSCN2114_m.JPG   DSCN2122_m.JPG  1      72.8    12.3
795   DSCN2114_m.JPG   DSCN2124_m.JPG  1      57.8    11.8
796   DSCN2114_m.JPG   DSCN2125_m.JPG  1      54.4    11.8
797   DSCN2115_m.JPG   DSCN2119_m.JPG  1      87.8    10.7
798   DSCN2116_m.JPG   DSCN2117_m.JPG  1      86.2    12.6
799   DSCN2116_m.JPG   DSCN2118_m.JPG  1      55.8    12.0
800   DSCN2116_m.JPG   DSCN2120_m.JPG  1      41.7    11.1
801   DSCN2116_m.JPG   DSCN2121_m.JPG  1      46.3    11.3
802   DSCN2116_m.JPG   DSCN2122_m.JPG  1      46.4    11.0
803   DSCN2116_m.JPG   DSCN2123_m.JPG  1      59.9    11.9
805   DSCN2117_m.JPG   DSCN2118_m.JPG  1      34.6    11.2
806   DSCN2117_m.JPG   DSCN2120_m.JPG  1      80.3    11.4
807   DSCN2117_m.JPG   DSCN2123_m.JPG  1      24.2    10.7
809   DSCN2118_m.JPG   DSCN2120_m.JPG  1      65.8    11.5
810   DSCN2118_m.JPG   DSCN2123_m.JPG  1      32.2    10.9
811   DSCN2118_m.JPG   DSCN2153_m.JPG  1      52.3    13.4
812   DSCN2120_m.JPG   DSCN2121_m.JPG  1      29.8    10.9
813   DSCN2120_m.JPG   DSCN2122_m.JPG  1      42.4    11.4
814   DSCN2120_m.JPG   DSCN2123_m.JPG  1      61.8    11.1
815   DSCN2120_m.JPG   DSCN2124_m.JPG  1      34.9    10.5
816   DSCN2120_m.JPG   DSCN2125_m.JPG  1      45.9    10.5
817   DSCN2121_m.JPG   DSCN2122_m.JPG  1      38.4    10.4
818   DSCN2121_m.JPG   DSCN2124_m.JPG  1      54.1    11.3
819   DSCN2121_m.JPG   DSCN2125_m.JPG  1      43.2    11.0
820   DSCN2122_m.JPG   DSCN2124_m.JPG  1      59.2    11.0
821   DSCN2122_m.JPG   DSCN2125_m.JPG  1      67.8    11.4
823   DSCN2124_m.JPG   DSCN2125_m.JPG  1      28.7     8.7
824   DSCN2126_m.JPG   DSCN2127_m.JPG  1     147.8    11.0
826   DSCN2128_m.JPG   DSCN2130_m.JPG  1     219.9    11.3
829   DSCN2128_m.JPG   DSCN2134_m.JPG  1     248.2    11.6
830   DSCN2129_m.JPG   DSCN2131_m.JPG  1     221.8     9.3
831   DSCN2129_m.JPG   DSCN2132_m.JPG  1     295.0    14.9
832   DSCN2129_m.JPG   DSCN2133_m.JPG  1     256.8    11.1
833   DSCN2129_m.JPG   DSCN2136_m.JPG  1     232.1    10.6
834   DSCN2130_m.JPG   DSCN2134_m.JPG  1     217.8    11.4
836   DSCN2131_m.JPG   DSCN2133_m.JPG  1     247.5    10.8
837   DSCN2131_m.JPG   DSCN2136_m.JPG  1     240.1    11.0
839   DSCN2132_m.JPG   DSCN2135_m.JPG  1     254.1    10.6
840   DSCN2133_m.JPG   DSCN2134_m.JPG  1     311.0    11.7
842   DSCN2133_m.JPG   DSCN2136_m.JPG  1     241.1    10.5
844   DSCN2136_m.JPG   DSCN2137_m.JPG  1     238.1    10.8
848   DSCN2138_m.JPG   DSCN2228_m.JPG  1     120.8    14.1
850   DSCN2140_m.JPG   DSCN2142_m.JPG  1     142.5    10.4
851   DSCN2140_m.JPG   DSCN2143_m.JPG  1     121.8    10.1
852   DSCN2142_m.JPG   DSCN2143_m.JPG  1     137.1    10.8
855   DSCN2145_m.JPG   DSCN2146_m.JPG  1     101.5     9.9
856   DSCN2147_m.JPG   DSCN2148_m.JPG  1     174.2    11.4
860   DSCN2161_m.JPG   DSCN2163_m.JPG  1     160.3     9.4
862   DSCN2168_m.JPG   DSCN2169_m.JPG  1     197.5    11.6
863   DSCN2172_m.JPG   DSCN2230_m.JPG  1     248.8    13.7
864   DSCN2173_m.JPG   DSCN2176_m.JPG  1     142.5    12.3
865   DSCN2173_m.JPG   DSCN2179_m.JPG  1     124.1    12.7
866   DSCN2173_m.JPG   DSCN2181_m.JPG  1     185.4    12.2
867   DSCN2174_m.JPG   DSCN2175_m.JPG  1     160.0    11.6
868   DSCN2174_m.JPG   DSCN2178_m.JPG  1     191.8    13.3
869   DSCN2174_m.JPG   DSCN2179_m.JPG  1     227.2    12.6
871   DSCN2175_m.JPG   DSCN2178_m.JPG  1     188.2    11.6
872   DSCN2176_m.JPG   DSCN2181_m.JPG  1     122.9    13.5
873   DSCN2178_m.JPG   DSCN2180_m.JPG  1     241.8    15.3
874   DSCN2185_m.JPG   DSCN2187_m.JPG  1      95.0    10.2
